country,code,region,region_noHICgroup,incgroup2,incgroup3,incgroup4,fragile,survey,year,status,cohort,parent,child,obs,P1,P2,P3,P4,P5,C1,C2,C3,C4,C5,MEANp,MEANc,SDp,SDc,MLD_psu,CAT,YOS,DIF,MIX,CAT_ISCED0,CAT_ISCED1,CAT_ISCED2,CAT_ISCED34,CAT_ISCED5678,COR,BETA,MU050,BHQ4,Q4Q4,BHQ1,BHQ2,BHQ3,Q4BH,Q4child
Lebanon,LBN,Middle East & North Africa,Middle East & North Africa,Developing economies,Middle income,Upper middle income,Yes,HBS,2011,Co-residents only,1980,avg,son,417,0.29463783,0.24035335,0.19668534,0.16654047,0.101783,0.1011908,0.03825308,0.29536331,0.11297119,0.45222163,6.9955082,11.055947,4.2296748,3.9003992,0.58962697,0.75465435,0.86502892,4.4234877,0.77604073,0.75983542,0.87207025,0.56984735,0.79429024,0,0.56894046,0.52464902,27.447062,0.069658786,0.35890722,0.52134842,0.26960853,0.12365458,0.18050684,0.16333176
Lebanon,LBN,Middle East & North Africa,Middle East & North Africa,Developing economies,Middle income,Upper middle income,Yes,HBS,2011,Co-residents only,1980,dad,all,681,0.37360096,0.051029913,0.28187543,0.15221688,0.14127682,0.074840523,0.025709396,0.22299191,0.085935339,0.59052283,7.7019939,12.079078,4.7804928,3.7961643,0.39277312,0.80388129,0.83272016,5.1927118,0.8239907,0.83010012,0.79992366,0.7453593,0.84922779,0,0.50721592,0.40277752,36.912384,0.13300207,0.40380347,0.41457585,0.29210413,0.16031799,0.18792115,0.25405112
Lebanon,LBN,Middle East & North Africa,Middle East & North Africa,Developing economies,Middle income,Upper middle income,Yes,HBS,2011,Co-residents only,1980,dad,daughter,258,0.30776694,0.04370065,0.29512197,0.21411869,0.13929176,0.04075703,0.009331882,0.12150329,0.051105779,0.77730203,8.3157349,13.459581,4.5830636,3.1863594,0.53087419,0.90594321,0.89863783,6.0591598,0.91357827,0.89189637,0.91492635,0.89277929,0.94244426,0,0.43334076,0.30127871,45.972279,0.22297752,0.49762145,0.23107816,0.27980211,0.26614222,0.20691256,0.38301948
Lebanon,LBN,Middle East & North Africa,Middle East & North Africa,Developing economies,Middle income,Upper middle income,Yes,HBS,2011,Co-residents only,1980,dad,son,423,0.42227522,0.056448787,0.27208161,0.10644992,0.14274447,0.10004008,0.037818078,0.29802731,0.11168651,0.45242801,7.2482257,11.058404,4.8778653,3.890533,0.58962697,0.72811812,0.78260601,4.5495253,0.75775433,0.79680067,0.73409879,0.62713474,0.71059984,0,0.540681,0.43124139,28.842672,0.077819236,0.32058528,0.53642833,0.29235524,0.10044657,0.16954499,0.15869862
Lebanon,LBN,Middle East & North Africa,Middle East & North Africa,Developing economies,Middle income,Upper middle income,Yes,HBS,2011,Co-residents only,1980,max,all,671,0.26001611,0.052361693,0.31355569,0.17680781,0.19725871,0.074650519,0.025963055,0.22087625,0.085980728,0.59252948,8.790391,12.094543,4.6344523,3.797986,0.39277312,0.74459505,0.76863545,4.2127886,0.7756204,0.79814142,0.7784856,0.6422711,0.8372764,0,0.49888226,0.40883967,35.480576,0.1444732,0.42367384,0.42379558,0.26823571,0.16349553,0.19789651,0.2514495
Lebanon,LBN,Middle East & North Africa,Middle East & North Africa,Developing economies,Middle income,Upper middle income,Yes,HBS,2011,Co-residents only,1980,max,daughter,254,0.21336654,0.041897118,0.28764114,0.23972242,0.2173728,0.038889952,0.009403382,0.12051181,0.04961358,0.78158128,9.4049911,13.493956,4.4919996,3.1604776,0.53087419,0.86019015,0.85858309,5.2594213,0.88086796,0.86941481,0.91058433,0.78686517,0.93115425,0,0.39563206,0.27835849,46.496304,0.27154431,0.48838013,0.22756477,0.25457379,0.25737834,0.21559866,0.37662041
Lebanon,LBN,Middle East & North Africa,Middle East & North Africa,Developing economies,Middle income,Upper middle income,Yes,HBS,2011,Co-residents only,1980,max,son,417,0.29463783,0.060128141,0.33278859,0.1301147,0.18233071,0.1011908,0.03825308,0.29536331,0.11297119,0.45222163,8.3342562,11.055947,4.691546,3.9003992,0.58962697,0.66248095,0.70182413,3.4693034,0.69750923,0.75983542,0.71017212,0.5495168,0.70891148,0,0.5484063,0.45592725,28.023403,0.083512262,0.35928887,0.52528089,0.27530608,0.11492673,0.18121645,0.1585519
Lebanon,LBN,Middle East & North Africa,Middle East & North Africa,Developing economies,Middle income,Upper middle income,Yes,HBS,2011,Co-residents only,1980,mom,all,761,0.34629604,0.05865578,0.32215962,0.13100792,0.14188065,0.073358178,0.031787228,0.21039705,0.080607437,0.60385013,7.4632192,12.163352,4.671536,3.8049946,0.39277312,0.80206859,0.84476262,5.4428635,0.81967551,0.84174067,0.77622104,0.72221959,0.90513057,0,0.45552957,0.37103161,37.73175,0.15527786,0.35004237,0.42004025,0.27460966,0.15007222,0.20091997,0.25269446
Lebanon,LBN,Middle East & North Africa,Middle East & North Africa,Developing economies,Middle income,Upper middle income,Yes,HBS,2011,Co-residents only,1980,mom,daughter,288,0.27055833,0.042685814,0.36076891,0.14186484,0.18412212,0.043146219,0.010473818,0.10136067,0.043158278,0.80186099,8.2661619,13.612925,4.665062,3.155261,0.53087419,0.88850915,0.88872045,6.5080624,0.90567875,0.89061403,1,0.83894247,0.97699863,0,0.32350057,0.21880285,51.601833,0.30000752,0.44368625,0.2011455,0.24046591,0.25163114,0.18012422,0.38494757
Lebanon,LBN,Middle East & North Africa,Middle East & North Africa,Developing economies,Middle income,Upper middle income,Yes,HBS,2011,Co-residents only,1980,mom,son,473,0.40587717,0.07121899,0.29178655,0.12246704,0.10865023,0.09712524,0.048554003,0.29617351,0.11006784,0.44807941,6.831562,11.023006,4.5844593,3.8868141,0.58962697,0.73982543,0.81141871,4.6758475,0.75201869,0.81611145,0.6707086,0.60868806,0.83963859,0,0.51059443,0.43289417,27.580441,0.076557353,0.30532289,0.53226548,0.29352489,0.097652256,0.23995519,0.14865394
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1940,avg,all,358,0.89129329,0.075275816,0.026115006,0,0.007315892,0.79453456,0.047597177,0.045724731,0.097670816,0.014472736,0.64637119,2.3800735,2.0615952,4.5718427,,0.18761694,0.26342738,1.7452538,0.18819416,0.15960778,0.31340688,0.78097105,,0,0.3604221,0.7992807,45.908344,0.20499249,0.40900323,0.27224457,0.26433733,0.25842562,0.37355256,0.25293961
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1940,avg,daughter,191,0.91948134,0.06030586,0.010428975,0,0.009783817,0.97884363,0.009136387,0.002236186,0.009783817,0,0.57131201,0.2366333,2.132175,1.6524234,,0.003204153,0.02771922,-0.33304524,0.003172804,0.001018637,0.037080746,0,,0,0.70220685,0.54420632,36.563549,0.003154391,0.084106877,0.33845067,0.33225536,0.32468376,0.60319519,0.024269972
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1940,avg,son,167,0.85705394,0.09345945,0.04516843,0,0.004318166,0.57065898,0.094314523,0.098549157,0.20442493,0.032052401,0.73754364,4.9836559,1.9752117,5.5395346,,0.41038886,0.54973608,4.2558532,0.4129349,0.36627337,0.5299868,1,,0,0.37514657,1.0521086,57.179989,0.47660354,0.71202105,0.18264706,0.17189184,0.16885754,0.16325207,0.53069884
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1940,dad,all,359,0.90046608,0.052215096,0.022639358,0.013905417,0.010774055,0.79190958,0.047439929,0.045573667,0.1006519,0.014424921,0.90423709,2.4118555,2.8339853,4.59762,,0.17430882,0.26586083,1.5756166,0.17437416,0.1709168,0.25073436,0.24002084,0,0,0.3255944,0.52821702,46.170422,0.21037786,0.38096151,0.25980034,0.26496002,0.26486179,0.39941987,0.25381497
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1940,dad,daughter,191,0.92171752,0.045345314,0.01272436,0.00405871,0.016154082,0.97884363,0.009136387,0.002236186,0.009783817,0,0.73255062,0.2366333,2.6522381,1.6524234,,0.003224899,0.02771922,-0.40196481,0.003172804,0.003442274,0,0,0,0,0.5443933,0.33917326,36.556194,0.002824641,0.087205701,0.33050936,0.34114611,0.32462692,0.61330217,0.024096996
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1940,dad,son,168,0.87484056,0.060498834,0.034595087,0.0257788,0.004286698,0.56650031,0.093627207,0.097830981,0.21022271,0.031818818,1.1112605,5.0347877,3.0340168,5.5515761,,0.37814695,0.55301738,3.9318082,0.38081264,0.38368225,0.47734627,0.34647286,0,0,0.32709327,0.59850794,57.581421,0.47971293,0.6859082,0.16724747,0.16766816,0.18537143,0.19279701,0.53081411
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1940,max,all,358,0.89129329,0.053614646,0.022714401,0.013951509,0.018426161,0.79453456,0.047597177,0.045724731,0.097670816,0.014472736,1.034469,2.3800735,3.0983365,4.5718427,,0.16511367,0.25581098,1.4462948,0.16402106,0.15960778,0.26787436,0.24002084,0,0,0.3819958,0.56366533,45.960873,0.20842031,0.39355212,0.27191851,0.25993443,0.25972676,0.39093208,0.25320458
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1940,max,daughter,191,0.91948134,0.047581498,0.01272436,0.00405871,0.016154082,0.97884363,0.009136387,0.002236186,0.009783817,0,0.74149537,0.2366333,2.6666517,1.6524234,,0.003224899,0.02771922,-0.41105643,0.003172804,0.001018637,0.04699697,0,0,0,0.56358474,0.34923217,36.652313,0.003201595,0.088490829,0.35534492,0.33899164,0.30048215,0.60301203,0.024615927
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1940,max,son,167,0.85705394,0.060942959,0.034849048,0.025968043,0.021185996,0.57065898,0.094314523,0.098549157,0.20442493,0.032052401,1.3903368,4.9836559,3.5287528,5.5395346,,0.36276674,0.53286827,3.7139704,0.35939935,0.36627337,0.47734627,0.34647286,0,0,0.37364337,0.58655578,57.310822,0.47665831,0.712735,0.16317284,0.15573758,0.20443127,0.18307194,0.53086543
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1940,mom,all,361,0.94885868,0.021935463,0,0.01453552,0.014670338,0.78360337,0.061297733,0.044922613,0.095957451,0.014218851,0.55317146,2.4836767,2.4801333,4.6246343,,0.18549363,0.26144001,1.9808177,0.18468797,0.19026297,0.10210452,,0,0,0.32608184,0.60803562,47.773926,0.22669946,0.32159299,0.25714952,0.2612868,0.25486425,0.44237748,0.25288609
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1940,mom,daughter,193,0.92660975,0.037680577,0,0.026205175,0.009504488,0.95324248,0.035080716,0.002172343,0.009504488,0,0.7128278,0.49192914,2.6802888,2.2578735,,0.003111796,0.026927833,-0.21822047,0.00308222,0.000981942,0.057651527,,0,0,0.89101791,0.75059289,36.424656,0.001422791,0.14214216,0.34923422,0.34848422,0.29992396,0.56106746,0.047429699
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1940,mom,son,168,0.97657156,0.002323621,0,0,0.021104831,0.57230383,0.0939532,0.098171607,0.20364176,0.031929605,0.35430637,4.9645629,2.1977415,5.5374308,,0.41535738,0.55354434,4.7523608,0.41089296,0.41396633,1,,,0,0.21352951,0.53800911,57.915646,0.49116954,0.5946272,0.14759566,0.15872999,0.20250483,0.2758266,0.50879902
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1950,avg,all,678,0.82139558,0.077747025,0.077064089,0.020177716,0.00361558,0.62473392,0.089746207,0.073273301,0.157712,0.054534554,1.2601347,4.5543585,2.8662047,5.8133516,,0.33586881,0.44828886,3.3021026,0.33827001,0.31442493,0.48051578,0.46185067,0.17030726,0,0.340433,0.69047987,43.662109,0.16866826,0.50478798,0.29186943,0.28072229,0.25874001,0.28801012,0.25024965
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1950,avg,daughter,300,0.84413654,0.069580793,0.064467609,0.013510965,0.008304112,0.90950072,0.011556968,0.03913343,0.025119025,0.014689852,1.1364214,1.1548095,2.9131651,3.3727646,,0.068118766,0.15066949,0.009139078,0.075857207,0.046114597,0.19516136,0.23339787,0,0,0.52754855,0.61077797,30.466766,0.006551378,0.26065284,0.43420994,0.40697119,0.15226749,0.57827258,0.061659239
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1950,avg,son,378,0.80385882,0.084044449,0.086777918,0.025318809,0,0.40513495,0.15004215,0.09960039,0.25996158,0.08526095,1.3555367,7.1759334,2.8295705,5.9442039,,0.5406307,0.67779917,5.8203969,0.5406307,0.53170073,0.66269803,0.59272963,0.24039102,,0.32629129,0.68545455,54.471039,0.30198324,0.68676805,0.17455068,0.17755891,0.34590718,0.10078628,0.39568192
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1950,dad,all,680,0.82295352,0.035397969,0.068043344,0.047428258,0.026176931,0.62719417,0.089157827,0.072792917,0.15667804,0.054177027,1.9223169,4.5279493,4.1215701,5.8035183,,0.30344078,0.41981134,2.7406878,0.30549935,0.31177223,0.32424062,0.35319,0.071979925,0,0.38162136,0.53735507,43.434887,0.16667461,0.50585425,0.29328263,0.27665555,0.2633872,0.27708453,0.25048733
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1950,dad,daughter,302,0.84646368,0.037157364,0.068856344,0.033048239,0.014474389,0.91085196,0.011384415,0.038549144,0.024743982,0.014470522,1.5523787,1.1454237,3.6987886,3.3488827,,0.038908992,0.14033991,-0.41928309,0.051844712,0.045301188,0,0,0,0,0.55683899,0.50416195,30.13258,0.006028395,0.30471671,0.43612048,0.39563239,0.16221873,0.52495557,0.060738631
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1950,dad,son,378,0.80454874,0.03402064,0.067406885,0.058685545,0.035338175,0.40513495,0.15004215,0.09960039,0.25996158,0.08526095,2.2119203,7.1759334,4.4076037,5.9442039,,0.5150063,0.63859338,5.2679491,0.50407088,0.53124475,0.60147309,0.63562751,0.10371232,0,0.34909824,0.47080252,54.652634,0.30364734,0.68729281,0.17143376,0.17559543,0.34932348,0.10148088,0.39903063
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1950,max,all,678,0.82139558,0.032305643,0.072207838,0.047741249,0.026349679,0.62473392,0.089746207,0.073273301,0.157712,0.054534554,1.9500942,4.5543585,4.1480641,5.8133516,,0.30168143,0.4150044,2.7401977,0.30379996,0.31442493,0.24261209,0.33501658,0.071979925,0,0.3804583,0.53319758,43.818172,0.17069055,0.50258988,0.28883022,0.27732182,0.26315743,0.28800794,0.25027451
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1950,max,daughter,300,0.84413654,0.037720554,0.069899991,0.033549149,0.014693776,0.90950072,0.011556968,0.03913343,0.025119025,0.014689852,1.578706,1.1548095,3.7217023,3.3727646,,0.039507531,0.13449177,-0.43666691,0.052630521,0.046114597,0,0,0,0,0.55639243,0.50422639,30.610188,0.007384906,0.30193177,0.42368937,0.40403309,0.16489264,0.52404225,0.061659239
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1950,max,son,378,0.80385882,0.028129911,0.073987544,0.058685545,0.035338175,0.40513495,0.15004215,0.09960039,0.25996158,0.08526095,2.2364917,7.1759334,4.4326277,5.9442039,,0.50818455,0.6313228,5.2424779,0.49749023,0.53170073,0.49349046,0.57909304,0.10371232,0,0.34754652,0.46606383,54.697468,0.30683571,0.6862582,0.17644304,0.17167047,0.34505078,0.10016785,0.39572591
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1950,mom,all,688,0.94561148,0.001228184,0.02717462,0.017961785,0.008023961,0.61570674,0.09297815,0.080354393,0.15754271,0.053418003,0.64051986,4.6419187,2.5569868,5.8174429,,0.35537654,0.45646381,4.05235,0.35606658,0.36834615,0.6893295,0,0.18740088,0,0.16623028,0.37819323,48.902622,0.22990428,0.28952339,0.26893154,0.25870183,0.24246234,0.45384732,0.2505613
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1950,mom,daughter,304,0.94050217,0,0.037812866,0.013430377,0.008254581,0.90922171,0.011488035,0.038900018,0.025787992,0.014602233,0.69277793,1.1581565,2.6316011,3.3793199,,0.069668405,0.16394354,0.45990553,0.077347897,0.073464282,,0,0,0,0.37746719,0.48471725,31.755512,0.039479796,0.11276188,0.40642163,0.40169594,0.15100634,0.73982751,0.06211026
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1950,mom,son,384,0.94945073,0.00215109,0.019180626,0.021366863,0.007850664,0.39514807,0.15421303,0.11150484,0.25654837,0.0825857,0.60125107,7.2597542,2.5020893,5.895052,,0.56998146,0.67627501,6.7507544,0.5655067,0.58784354,0.6893295,0,0.27591506,0,0.13934186,0.32829666,56.56926,0.37703684,0.41347459,0.16213241,0.14675967,0.31407109,0.23927492,0.39217076
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1960,avg,all,1327,0.79539233,0.096644595,0.079940774,0.011826847,0.016195435,0.54103357,0.089836441,0.10358033,0.19370089,0.071848772,1.3868231,5.6868095,2.9945929,5.9412589,,0.40886086,0.54529124,4.3651824,0.40859765,0.40851319,0.42428726,0.41649196,0.25460434,0,0.26323238,0.5222519,42.563557,0.2010629,0.38752604,0.28995141,0.2672928,0.24169289,0.32143193,0.25068358
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1960,avg,daughter,650,0.79168689,0.094237372,0.086522572,0.019567173,0.007985984,0.76876628,0.059170514,0.083927117,0.069739737,0.018396378,1.3693354,2.7609539,2.9130661,4.6155953,,0.17932117,0.30581236,1.4010866,0.18189761,0.16148157,0.25577846,0.24002829,0.26444891,0,0.42075902,0.66666985,29.100697,0.032398328,0.23462287,0.44718835,0.35688296,0.16353036,0.46947795,0.079321466
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1960,avg,son,677,0.79887688,0.098908305,0.073751368,0.004547985,0.023915455,0.32687786,0.11867412,0.12206185,0.31027171,0.12211443,1.4032682,8.4382315,3.071326,5.7329063,,0.6282385,0.77049291,7.1980534,0.62178224,0.63872647,0.57526648,0.61117083,0.21477434,0,0.20904726,0.3902055,60.292034,0.36550215,0.51964986,0.13670237,0.18016714,0.31762832,0.18884283,0.41182935
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1960,dad,all,1338,0.81259018,0.044931743,0.044983767,0.044134285,0.053360011,0.53985775,0.089105189,0.1027372,0.19580992,0.072489932,2.1444716,5.7045999,4.4734077,5.9489689,,0.40229857,0.50234425,4.0094099,0.39627725,0.41335246,0.33718738,0.49646476,0.16908576,0,0.24161524,0.32131243,42.903107,0.20574144,0.38103023,0.2827917,0.27257356,0.2388933,0.33614507,0.25069365
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1960,dad,daughter,654,0.82070524,0.043027531,0.030060731,0.049971972,0.05623455,0.76982844,0.058898713,0.083541594,0.069419384,0.018311873,2.0971584,2.7482712,4.503005,4.6087489,,0.17396361,0.25080973,1.1270725,0.16817093,0.17195836,0.22409649,0.19394286,0.15171194,0,0.36085293,0.3693268,29.072691,0.033793356,0.2214179,0.44522169,0.36448121,0.15650377,0.49436548,0.07907477
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1960,dad,son,684,0.80501157,0.046710093,0.058920428,0.038682457,0.05067547,0.32508752,0.1173151,0.12066403,0.31384638,0.12308697,2.1886578,8.4655237,4.4483905,5.731225,,0.6142925,0.73725301,6.6854701,0.60930634,0.64318603,0.43447667,0.64060724,0.19004662,0,0.20385854,0.26264763,59.384563,0.37046996,0.52025467,0.12748741,0.18441211,0.31763053,0.19790353,0.41096902
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1960,max,all,1327,0.79539233,0.054042034,0.050505552,0.046073329,0.053986736,0.54103357,0.089836441,0.10358033,0.19370089,0.071848772,2.2710731,5.6868095,4.5481195,5.9412589,,0.39779794,0.49704406,3.8856263,0.39065817,0.40851319,0.30328065,0.52776289,0.18121161,0,0.24304672,0.3174946,42.829262,0.21220911,0.38305959,0.28886074,0.26439631,0.23453385,0.32482964,0.25078249
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1960,max,daughter,650,0.79168689,0.056596853,0.041589085,0.050202582,0.059924588,0.76876628,0.059170514,0.083927117,0.069739737,0.018396378,2.3102543,2.7609539,4.652977,4.6155953,,0.17051901,0.24476029,0.97507113,0.16430922,0.16148157,0.17115468,0.36439207,0.15171194,0,0.37931737,0.37626997,28.856512,0.032841619,0.23358892,0.44383973,0.36332324,0.15999539,0.47333318,0.080572829
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1960,max,son,677,0.79887688,0.051639535,0.058890436,0.042190254,0.048402891,0.32687786,0.11867412,0.12206185,0.31027171,0.12211443,2.2342277,8.4382315,4.4503527,5.7329063,,0.60893917,0.73428714,6.58952,0.60351259,0.63872647,0.43945724,0.63625878,0.21422082,0,0.2078121,0.26770177,58.965405,0.38172752,0.51523352,0.14252201,0.17068434,0.30506614,0.19185221,0.41084456
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1960,mom,all,1348,0.93902022,0.022711083,0.014564839,0.015004826,0.008699022,0.54425603,0.089110501,0.10439915,0.19146743,0.070766903,0.62953138,5.6406145,2.4705124,5.9355712,,0.43812457,0.55674088,5.0926094,0.43622673,0.43369648,0.42821226,0.66641313,0.50864947,0,0.205706,0.49422243,45.360588,0.226308,0.30191725,0.26902348,0.25886214,0.24580641,0.44778123,0.25077161
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1960,mom,daughter,661,0.93393993,0.030775266,0.015404878,0.012513999,0.007365897,0.76610547,0.058588855,0.088035934,0.069054171,0.018215537,0.62930453,2.7880852,2.4185846,4.6331229,,0.21860817,0.32462296,2.2221317,0.22096701,0.2033761,0.38980758,0.64504057,0.40943351,0,0.33492401,0.64159185,31.383568,0.053478003,0.16097301,0.41426229,0.34121245,0.19104724,0.63954389,0.081191368
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1960,mom,son,687,0.94374895,0.015204971,0.013782934,0.017323278,0.009939891,0.33775932,0.11751994,0.11962998,0.30540925,0.11968152,0.62974262,8.2957392,2.5196187,5.7834706,,0.64298087,0.77279544,7.7713857,0.63658971,0.64584965,0.50056493,0.68864769,0.57536119,0,0.1601723,0.36765555,56.527321,0.39244977,0.44995594,0.12962921,0.17966715,0.29825389,0.27137268,0.40861624
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1970,avg,all,1919,0.63214493,0.13022882,0.17057893,0.035694301,0.031353038,0.53406996,0.10356852,0.085975148,0.19211449,0.084271893,2.6702681,5.7592669,3.899123,5.8904829,,0.35627529,0.49786583,3.2224176,0.35342562,0.33155668,0.38639206,0.46605426,0.15954067,0,0.42820808,0.6469025,40.826576,0.15495063,0.48917523,0.34556568,0.29530367,0.20418,0.22210047,0.25058466
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1970,avg,daughter,953,0.65788621,0.12593535,0.17022841,0.029772678,0.016177366,0.70481873,0.080045432,0.054138727,0.13071132,0.030285791,2.3545835,3.6125448,3.5764868,5.1477876,,0.21503133,0.32404521,1.3095934,0.21242236,0.15601176,0.34035632,0.36806187,0.11410571,0,0.48679078,0.70065838,30.084368,0.058798984,0.34715775,0.46700969,0.35732007,0.11687123,0.36681077,0.13812266
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1970,avg,son,966,0.60620534,0.13455535,0.17093214,0.041661531,0.046645585,0.36200616,0.12727278,0.11805674,0.25399056,0.13867375,2.9883838,7.9225216,4.1770439,5.8018947,,0.50315577,0.67302507,5.2115755,0.49551478,0.52353454,0.42981046,0.56439477,0.19226003,0,0.38589761,0.53600997,46.280037,0.26348665,0.60543609,0.20837352,0.22539419,0.30274564,0.099156737,0.36391273
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1970,dad,all,1932,0.64961398,0.06299752,0.07271973,0.11311619,0.10155259,0.53353441,0.10417802,0.086316943,0.19143088,0.084539719,4.1254745,5.7648377,5.6655779,5.8903131,,0.30817118,0.40012103,2.2936046,0.30158252,0.34276628,0.303812,0.30183294,0.11599782,0,0.40019894,0.41607356,40.425297,0.16890475,0.47340286,0.34031123,0.29515803,0.19562598,0.22070888,0.25071129
Liberia,LBR,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,Yes,HIES,2014,Retrospective question,1970,dad,daughter,959,0.67974943,0.059234511,0.073015153,0.10285051,0.085150398,0.7048896,0.081213139,0.053827036,0.12995878,0.030111426,3.7095182,3.609453,5.477643,5.1393094,,0.16445264,0.24585794,0.49516377,0.16025683,0.17214279,0.21264867,0.2447124,0.028892569,0,0.44336522,0.41598022,30.573128,0.071871124,0.32613111,0.45138797,0.35885257,0.11788835,0.36922532,0.13680215
